,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
0,ShillMeister,@ShillMeister1,2018-01-02T02:58:48.000Z,"Price of #Ethereum $ETH is now: 888.893$

Check out more coins on the world's best exchange: http://bit.ly/BinanceDiscount

$MONA $VIA $CAT $DTB $GRID $ICOS $VERI $VOISE $NVST $AION $ZNY $BCN $BNB $BDL $TNB $MER $COVAL $OCL $TOA $BURST $EDR $XDN $XUC $FLO","Price of #Ethereum $ETH is now: 888.893$

Check out more coins on the world's best exchange: http://bit.ly/BinanceDiscount

$MONA $VIA $CAT $DTB $GRID $ICOS $VERI $VOISE $NVST $AION $ZNY $BCN $BNB $BDL $TNB $MER $COVAL $OCL $TOA $BURST $EDR $XDN $XUC $FLO
1",💰 💰,,,1,['https://pbs.twimg.com/media/DSgQZfGXkAAEP1-?format=jpg&name=900x900'],https://twitter.com/ShillMeister1/status/948025755128221696
1,Classic Options,@ClassicOptions,2018-01-03T20:45:43.000Z,$SPX Some interesting levels here. Lots of resistance up here. $SPY $QQQ $GLD $NVDA $CAT $BA,"$SPX Some interesting levels here. Lots of resistance up here. $SPY $QQQ $GLD $NVDA $CAT $BA
4",,,,4,['https://pbs.twimg.com/media/DSpOAclU8AA9Fr5?format=jpg&name=small'],https://twitter.com/ClassicOptions/status/948656640986763264
2,HORAN Capital Advisors,@HORANCapitalAdv,2018-01-01T15:39:16.000Z,"The Dow Dogs for 2018. New to the list, $PG and $GE. Falling out of the top ten, $BA and $CAT. h/t http://dogsofthedow.com/ddoggish.htm","The Dow Dogs for 2018. New to the list, $PG and $GE. Falling out of the top ten, $BA and $CAT. h/t http://dogsofthedow.com/ddoggish.htm
2",,,,2,['https://pbs.twimg.com/media/DSd0uZ-XUAU-v6m?format=jpg&name=small'],https://twitter.com/HORANCapitalAdv/status/947854746672562176
3,Top Stock Alerts,@TopStockAlerts1,2018-01-01T15:00:25.000Z,"$5,000 PROFIT FROM ONE OF OUR MEMBERS

BEGIN YOUR YEAR TRADING WITH US:

JOIN US AT:

TEAMTOPSTOCKALERTS@GMAIL.COM

$GM $KR $AMD $LUV $YELP $PYPL $BA $AMD $CAT $TSLA $RL $URBN $ATVI $DHR $C $AAPL $DWDP $MMP $SNAP $ITW $WM $NVDA $SLB $GOOGL $MSFT $FB $SPY $QQQ $IWM $EEM $V $FIT $X","$5,000 PROFIT FROM ONE OF OUR MEMBERS

BEGIN YOUR YEAR TRADING WITH US:

JOIN US AT:

TEAMTOPSTOCKALERTS@GMAIL.COM

$GM $KR $AMD $LUV $YELP $PYPL $BA $AMD $CAT $TSLA $RL $URBN $ATVI $DHR $C $AAPL $DWDP $MMP $SNAP $ITW $WM $NVDA $SLB $GOOGL $MSFT $FB $SPY $QQQ $IWM $EEM $V $FIT $X
1
1",,1,,1,['https://pbs.twimg.com/media/DSdr-VgVQAAqK-l?format=jpg&name=small'],https://twitter.com/TopStockAlerts1/status/947844968353234944
4,Mr Crypto Cat,@barrystapleton,2018-01-02T06:23:05.000Z,Picked up my $cat / bitclave just now! Decent price I think - missed out on the ico however there was lots of hype about this coin. Pick it up now cheap before it takes off  $eth $icx $lux $omg $neo $btc #Cryptocurreny,"Picked up my $cat / bitclave just now! Decent price I think - missed out on the ico however there was lots of hype about this coin. Pick it up now cheap before it takes off  $eth $icx $lux $omg $neo $btc #Cryptocurreny
1
3
3",🚀 🔥,1,3,3,[],https://twitter.com/barrystapleton/status/948077167061229568
5,Uncle Yak,@Yakherders,2018-01-03T21:45:38.000Z,"Got another bomb-ass new token for ya'll to look at. $CAT (the one that matters) - BitClave. Just be aware that you will be buying tokens (IOU's) that will be traded in for coin when they get released. And you have to keep them on the exchange, too. HUGE potential","Got another bomb-ass new token for ya'll to look at. $CAT (the one that matters) - BitClave. Just be aware that you will be buying tokens (IOU's) that will be traded in for coin when they get released. And you have to keep them on the exchange, too. HUGE potential
6
4
14",,6,4,14,[],https://twitter.com/Yakherders/status/948671721091059712
6,Kamakura Corporation,@KamakuraCo,2018-01-02T15:40:58.000Z,"Traded bond spreads (blue) versus term structure of default  probabilities (yellow) for 
@CaterpillarInc
 bonds via KRIS $CAT","Traded bond spreads (blue) versus term structure of default  probabilities (yellow) for 
@CaterpillarInc
 bonds via KRIS $CAT
1
2",,,1,2,['https://pbs.twimg.com/media/DSi-qt_UIAAN7Ea?format=jpg&name=small'],https://twitter.com/KamakuraCo/status/948217564215132160
7,Kamakura Corporation,@KamakuraCo,2018-01-02T14:11:10.000Z,"Traded bond spreads (blue) versus 1 & 10-year default probabilities (orange & green) for 
@Caterpillar
 Inc. $CAT medium term notes due 2019 via KRIS:","Traded bond spreads (blue) versus 1 & 10-year default probabilities (orange & green) for 
@Caterpillar
 Inc. $CAT medium term notes due 2019 via KRIS:
1
1",,,1,1,['https://pbs.twimg.com/media/DSiqQd_UQAE_8vK?format=jpg&name=small'],https://twitter.com/KamakuraCo/status/948194962797084672
8,Gregory Krupinski,@G_krupins,2018-01-01T23:45:57.000Z,$BA $CAT $KO $MCD  in case you missed.  Some crazy stuff here w these blue chips,"$BA $CAT $KO $MCD  in case you missed.  Some crazy stuff here w these blue chips
stocktwits.com
Greg Krupinski (@G_krupins) | Stocktwits
$BA $CAT $KO $MCD in case you missed. Some crazy stuff here w these blue chips
1
4",,,1,4,['https://pbs.twimg.com/card_img/1501529882030788611/2XKvVlPA?format=png&name=240x240'],https://twitter.com/G_krupins/status/947977224719945730
9,Bamboo,@Cryptologist100,2018-01-03T01:39:04.000Z,"My top 15 bags:
$GTO
$SPHTX
$TRX
$VEN / $VET
$SRN
$DENT
$MOT
$DOVU
$DRGN
$AION
$STORM
$XRP
$VEE
$WISH
$PYLNT
Okay, no 16 $CAT (Bitclave)","My top 15 bags:
$GTO
$SPHTX
$TRX
$VEN / $VET
$SRN
$DENT
$MOT
$DOVU
$DRGN
$AION
$STORM
$XRP
$VEE
$WISH
$PYLNT
Okay, no 16 $CAT (Bitclave)
1
1
4",,1,1,4,[],https://twitter.com/Cryptologist100/status/948368080257757184
