,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
0,Dr. Wendell Craig,@drwendellcraig_,2019-01-03T02:46:52.000Z,#TimCook's letter to #Apple investors is corporate America's latest warning about US-China #TradeWar https://cnbc.com/2019/01/02/tim-cooks-letter-warns-of-potential-impacts-from-us-china-trade-war.html… #China #tariffs $appl #stocks #economy $amd $nvda $swks $qrvo $cat $bby #retail #Tech #technology,"#TimCook's letter to #Apple investors is corporate America's latest warning about US-China #TradeWar https://cnbc.com/2019/01/02/tim-cooks-letter-warns-of-potential-impacts-from-us-china-trade-war.html… #China #tariffs $appl #stocks #economy $amd $nvda $swks $qrvo $cat $bby #retail #Tech #technology
2",,,2,,['https://pbs.twimg.com/media/Dv9DjAvVYAABPo6?format=jpg&name=small'],https://twitter.com/drwendellcraig_/status/1080656711441047552
1,Volatile Options,@VolatileOptions,2019-01-02T21:31:04.000Z,Watchlist for 1-3-18: $GOOGL $CMG $CAT $BAC calls,"Watchlist for 1-3-18: $GOOGL $CMG $CAT $BAC calls
2
6",,,2,6,"['https://pbs.twimg.com/media/Dv77Q45WsAInBIS?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Dv77Q42WsAIR78z?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Dv77Q43WwAE_kbt?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Dv77Q42WoAALy7u?format=jpg&name=360x360']",https://twitter.com/VolatileOptions/status/1080577237936680968
2,IT,@IncredibleTrade,2019-01-03T23:05:29.000Z,$CAT meow ..,"$CAT meow ..
7",,,,7,['https://pbs.twimg.com/media/DwBaaWpU0AEvraB?format=jpg&name=small'],https://twitter.com/IncredibleTrade/status/1080963388153520129
3,Fred Katayama,@freddiethekat,2019-01-03T16:48:32.000Z,"Apple's sales warning sparked a big sell-off on Wall Street; it's a gloomy omen for bulls. http://ow.ly/UVIp30nb7Wy $AAPL $BA $CAT $AVGO $SWKS 
@ReutersMoney
 @ReutersTech","Apple's sales warning sparked a big sell-off on Wall Street; it's a gloomy omen for bulls. http://ow.ly/UVIp30nb7Wy $AAPL $BA $CAT $AVGO $SWKS 
@ReutersMoney
 @ReutersTech
reuters.com
Apple bites Wall Street's bulls | Reuters Video
Apple's sales warning slammed Wall Street Thursday morning. As Fred Katayama reports, it's a gloomy omen for Wall Street bulls who were hoping for recovery from December's steep sell-off.
3
2",,,3,2,['https://pbs.twimg.com/card_img/1501672232187318279/IK-0pbLQ?format=jpg&name=small'],https://twitter.com/freddiethekat/status/1080868524254474240
4,Arun S. Chopra CFA CMT,@FusionptCapital,2019-01-02T19:29:40.000Z,"If you are married to, or dated an indecisive person, that is what this market feels like....

$SPX $SPY $NVDA $GE $CAT","If you are married to, or dated an indecisive person, that is what this market feels like....

$SPX $SPY $NVDA $GE $CAT
2
9",🧐,2,,9,['https://pbs.twimg.com/media/Dv7fdESU8AAu7ML?format=jpg&name=900x900'],https://twitter.com/FusionptCapital/status/1080546685984563200
5,OptionsPro MaxPain,@OptionsMaxPain,2019-01-03T19:01:01.000Z,#Options #maxpain chart for $CAT. Free options app http://mobileinteractive.com/superstocks,#Options #maxpain chart for $CAT. Free options app http://mobileinteractive.com/superstocks,,,,,['https://pbs.twimg.com/media/DwAihPGW0AMDtLZ?format=jpg&name=small'],https://twitter.com/OptionsMaxPain/status/1080901866635046914
6,ZoZoTrader,@ZoZoStockwatch,2019-01-02T22:17:46.000Z,$AAPL first  who's going to be next $MSFT $INTC $BA $CAT etc..??? more coming #China #tradewars #earnings,"$AAPL first  who's going to be next $MSFT $INTC $BA $CAT etc..??? more coming #China #tradewars #earnings
3",,,,3,[],https://twitter.com/ZoZoStockwatch/status/1080588990187737089
7,max pain,@optioncharts,2019-01-01T02:43:13.000Z,$CAT high OI range is 123.00 to 128.00 for option expiration 01/04/2019 #maxpain #options http://maximum-pain.com/options/open-interest/CAT…,$CAT high OI range is 123.00 to 128.00 for option expiration 01/04/2019 #maxpain #options http://maximum-pain.com/options/open-interest/CAT…,,,,,['https://pbs.twimg.com/media/DvyviUdX0AEbcBe?format=jpg&name=small'],https://twitter.com/optioncharts/status/1079931016192712704
8,leeann,@Weezie1317,2019-01-03T18:24:00.000Z,"$CAT Looks like it could go lower.  111-112 area is something of a magnet, but it would need to break support first.","$CAT Looks like it could go lower.  111-112 area is something of a magnet, but it would need to break support first.",,,,,['https://pbs.twimg.com/media/DwAZ8aLXcAAMhsm?format=jpg&name=small'],https://twitter.com/Weezie1317/status/1080892549177458688
9,Dr. Duru,@DrDuru,2019-01-03T05:12:21.000Z,A Fighting Start for Stocks Gets Apple Pie in the Yen  https://drduru.com/onetwentytwo/2019/01/02/t2108-update-190102/… $SPY $QQQ $AAPL $AUDJPY #VIX #T2108 #AT40 $CAT $GS $TSLA $XRT,A Fighting Start for Stocks Gets Apple Pie in the Yen  https://drduru.com/onetwentytwo/2019/01/02/t2108-update-190102/… $SPY $QQQ $AAPL $AUDJPY #VIX #T2108 #AT40 $CAT $GS $TSLA $XRT,,,,,['https://pbs.twimg.com/media/Dv9k2esW0AAsEwZ?format=jpg&name=small'],https://twitter.com/DrDuru/status/1080693324451844096
